Sté CAP,Région CA,Sté Cde,Cde,Ligne Cde,Projet,Num tâche,Date clô,Date fer,Type dépense,Compte imputation,Fournisseur,Qté Cde.,Qté reçue,Qté Fact. Rapprochée,Prix U.,Montant Prov.,Motif rejet,Description article
0001,DMS,0001,4841478,1,FA0066356E,GX0500324A,31/12/22,30/06/23,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00006898N.FA0066356E.0.0.0.0,SERPOL,1,1,0,"692,78","692,78",Le projet / tÃ¢che FA0066356E/GX0500324A n'est pas valide Ã  la date du 31-MAR-26,Traitement brides selon V01-20090310
0001,DMS,0001,4843529,1,FA0065432E,GX0456815H,31/12/22,30/06/23,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00002012L.A00006898N.FA0065432E.0.0.0.0,SAKKARAH,"5372,36","5372,36","4129,62",1,"1242,74",Le projet / tÃ¢che FA0065432E/GX0456815H n'est pas valide Ã  la date du 31-MAR-26,Manutention raccordement électrique skid projet Laennec suivant votre devis N°DE010413 conforme au contrat cadre raccordement DSP RCU Lyon
0001,DMS,0001,4846090,1,FA0034103D,GX0168425S,08/12/24,08/12/25,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00016153F.FA0034103D.0.0.0.0,PMG ASSOCIES,600,600,"335,82",1,"264,18",Le projet / tÃ¢che FA0034103D/GX0168425S n'est pas valide Ã  la date du 31-MAR-26,AR RY4QWQY - PARTENSKY - Constat affichage PC (3 passages + Vérification non recours au TA)
0001,DMS,0001,BC1671412,1,FA0068655S,GX1511123K,25/04/25,25/04/26,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00001246R.A00018994J.FA0068655S.0.0.0.0,CHUBB FRANCE,1,1,0,"156,81","156,81",Imputation interdite pour le projet / tÃ¢che FA0068655S/GX1511123K sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,Dépannage
0001,DMS,0001,4846772,1,FA0071064E,GX0699051B,28/12/21,28/06/22,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00001054Y.A00019913D.FA0071064E.0.0.0.0,GELECT,1,1,",692307692",38480,11840,Le projet / tÃ¢che FA0071064E/GX0699051B n'est pas valide Ã  la date du 31-MAR-26,Devis N° D11-20351
0001,DMS,0001,4849509,1,FA0014317V,GX0704975H,26/10/21,26/04/22,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00001255B.A00005787B.FA0014317V.0.0.0.0,KAMSTRUP SERVICES,2,2,",214072644","2279,6","4071,2",Le projet / tÃ¢che FA0014317V/GX0704975H n'est pas valide Ã  la date du 31-MAR-26,POS 1 - 803A2701b1C00000000 MULTICAL® 803 & ULTRAFLOW® 54 qp60-100 SUIVANT DESCRIPTIF TECHNIQUE DEVIS N°21060905
0001,DMS,0001,4849509,2,FA0014317V,GX0704975H,26/10/21,26/04/22,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00001255B.A00005787B.FA0014317V.0.0.0.0,KAMSTRUP SERVICES,2,2,0,"2618,91","5237,82",Le projet / tÃ¢che FA0014317V/GX0704975H n'est pas valide Ã  la date du 31-MAR-26,POS 2 - 803A3701b2C00000000 MULTICAL® 803 & ULTRAFLOW® qp150-1000 SUIVANT DESCRIPTIF TECHNIQUE DEVIS N°21060905
0001,DMS,0001,4849509,3,FA0014317V,GX0704975H,26/10/21,26/04/22,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00001255B.A00005787B.FA0014317V.0.0.0.0,KAMSTRUP SERVICES,4,4,0,"37,46","149,84",Le projet / tÃ¢che FA0014317V/GX0704975H n'est pas valide Ã  la date du 31-MAR-26,"POS 3 - HC00382 Carte option pour Multical xx3 SUIVANT DESCRIPTIF TECHNIQUE DEVIS N°21060905 - INCLUS REMISE DISCOUNT 4,77% DU TOTAL"
0001,DMS,0001,4851286,1,FA0012955X,GT0739600E,27/06/21,27/12/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00001090N.A00005012W.FA0012955X.0.0.0.0,VAZ CONSTRUCTION,1,1,0,"1606,5","1606,5",Le projet / tÃ¢che FA0012955X/GT0739600E n'est pas valide Ã  la date du 31-MAR-26,Cde suivant devis VAZ Construction
,,,,,,,,,,,,,,,,,,N° 0002740
,,,,,,,,,,,,,,,,,,du 15/10/2020
0001,DMS,0001,4851286,2,FA0012955X,GT0739628L,27/06/21,27/12/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00001090N.A00005012W.FA0012955X.0.0.0.0,VAZ CONSTRUCTION,1,1,0,"6150,61","6150,61",Le projet / tÃ¢che FA0012955X/GT0739628L n'est pas valide Ã  la date du 31-MAR-26,Cde suivant devis VAZ Construction
,,,,,,,,,,,,,,,,,,N° 0002748
,,,,,,,,,,,,,,,,,,du 20/10/2020
0001,DMS,0001,4853975,1,FA0014225P,GX0742116N,26/08/21,26/02/22,SOUS TRAITANTS,0001.DMS.611000.65111.XXX2522.B00001252Y.A00005756R.FA0014225P.0.0.0.0,DALKIA FROID SOLUTIONS,60900,60900,55900,1,5000,Le projet / tÃ¢che FA0014225P/GX0742116N n'est pas valide Ã  la date du 31-MAR-26,fourniture et travaux suivant devis LYO-17591c du 24/06/20
0001,DMS,0001,4854741,1,FA0069322A,GX0609375X,31/12/23,30/06/24,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00002012L.A00006898N.FA0069322A.0.0.0.0,RENALIA,43390,43390,34712,1,8678,Le projet / tÃ¢che FA0069322A/GX0609375X n'est pas valide Ã  la date du 31-MAR-26,Travaux lot réseaux suivant contrat DSP Lyon et BPU projet Pole de Vie
0001,DMS,0001,BC1672309,1,FA0084799M,GX1508893B,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00001216G.A00020152A.FA0084799M.0.0.0.0,COMEFRI FRANCE,1,1,",987402897","952,6",12,Imputation interdite pour le projet / tÃ¢che FA0084799M/GX1508893B sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,DMCDA - MOTEUR + TURBINE EMILE ROUX
0001,DMS,0001,BC1673491,2,FA0087473B,GX1511508Y,25/04/25,25/04/26,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00001246R.A00023298A.FA0087473B.0.0.0.0,LOGIDOM,9,9,0,18,162,Imputation interdite pour le projet / tÃ¢che FA0087473B/GX1511508Y sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,TELECOMMANDES SUPLEMENTAIRE
0001,DMS,0001,BC1673564,1,FA0014319X,GX1508017F,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00001248T.A00005788C.FA0014319X.0.0.0.0,REPRESENTATION INDUSTRIELLE BARBIER RIB SAS,1,1,",833318643","226,9","37,82",Imputation interdite pour le projet / tÃ¢che FA0014319X/GX1508017F sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,éclaIrage pbox
0001,DMS,0001,BC1673624,1,FA0074385D,GT1510849Z,25/04/25,25/04/26,ACHAT MATIERES CONSOM.DIVERS,0001.DMS.606800.64112.0.B00001224R.A00020523X.FA0074385D.0.0.0.0,GENERALE FRIGORIFIQUE,1,1,",9683625",800,"25,31",Imputation interdite pour le projet / tÃ¢che FA0074385D/GT1510849Z sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,0074300040
0001,DMS,0001,BC1673625,1,FA0016005M,GT1496493K,26/03/25,26/03/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00001224R.A00007007M.FA0016005M.0.0.0.0,RICHARDSON,1,1,0,"11,3","11,3",Le projet / tÃ¢che FA0016005M/GT1496493K n'est pas valide Ã  la date du 31-MAR-26,RICHARDSON
0001,DMS,0001,BC1676612,1,FA0010582A,GT1513113X,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00001224R.A00003751M.FA0010582A.0.0.0.0,SCGA,1,1,",904068064","887,4","85,13",Imputation interdite pour le projet / tÃ¢che FA0010582A/GT1513113X sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,ATLANTIC MASSENET
0001,DMS,0001,BC1677915,1,FA0012528L,GT1492254T,26/03/25,26/03/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00002863D.A00022111B.FA0012528L.0.0.0.0,SOFINTHER,1,1,",833338099","699,38","116,56",Le projet / tÃ¢che FA0012528L/GT1492254T n'est pas valide Ã  la date du 31-MAR-26,POMPE SUIVANT COMMANDE 4916675
0001,DMS,0001,BC1679365,1,FA0006815V,GX1494937S,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.65121.0.B00002863D.A00001836L.FA0006815V.0.0.0.0,REXEL FRANCE,1,1,",5","159,6","79,8",Imputation interdite pour le projet / tÃ¢che FA0006815V/GX1494937S sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,REXEL CONCORDE CARAVELLE MEALIER : COMMANDE SUIVANT DEVIS N°000386096 DU 21/03/25 4 CONTACTS AUXILIAIRES
0001,DMS,0001,4774013,1,FA0066821H,GX0514501K,14/12/21,14/06/22,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002899V.A00006752Y.FA0066821H.0.0.0.0,KHEOPS,23500,23500,16500,1,7000,Le projet / tÃ¢che FA0066821H/GX0514501K n'est pas valide Ã  la date du 31-MAR-26,Etudes Techniques - conception - réalisations - Clervia
0001,DMS,0001,4783994,1,FA0068667F,GX0589073B,31/12/23,30/06/24,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00006898N.FA0068667F.0.0.0.0,ACTIBE,17120,17120,"15586,05",1,"1533,95",Le projet / tÃ¢che FA0068667F/GX0589073B n'est pas valide Ã  la date du 31-MAR-26,DEVIS POUR LA ZAC DES TERRASSES SST DE TRANSFERT
0001,DMS,0001,4787328,2,FA0015998E,GT0567817X,31/12/19,30/06/20,ACHAT MAT.PIECES DETACHEES,0001.DMS.601000.64112.0.B00001227V.A00007007M.FA0015998E.0.0.0.0,GROUPE PPC,1,1,",837375709","215,22",35,Le projet / tÃ¢che FA0015998E/GT0567817X n'est pas valide Ã  la date du 31-MAR-26,MATERIEL SELON DEVIS PCDL21786 - NRDVX24-SR-T-SI
0001,DMS,0001,4787328,2,FA0015998E,GT0567809M,31/12/19,30/06/20,ACHAT MAT.PIECES DETACHEES,0001.DMS.601000.64112.0.B00001227V.A00007007M.FA0015998E.0.0.0.0,GROUPE PPC,1,1,",837375709","215,22",35,Le projet / tÃ¢che FA0015998E/GT0567809M n'est pas valide Ã  la date du 31-MAR-26,MATERIEL SELON DEVIS PCDL21786 - NRDVX24-SR-T-SI
0001,DMS,0001,4794117,1,FA0067787F,GX0556069X,31/12/22,30/06/23,ETUDE ET RECHERCHE,0001.DMS.617100.65111.0.B00002012L.A00006898N.FA0067787F.0.0.0.0,APAVE EXPLOITATION FRANCE,"2962,5","2962,5","2370,01",1,"592,49",Le projet / tÃ¢che FA0067787F/GX0556069X n'est pas valide Ã  la date du 31-MAR-26,COORDINATION SECURITE PROTECTION SANTE - PROJET NAPOLEON -
,,,,,,,,,,,,,,,,,,TRAVERSEE SOUS-TERRAINE DE LA LIGNE DE TRAMWAY - Bd des Etats Unis à
,,,,,,,,,,,,,,,,,,Lyon
0001,DMS,0001,4796228,1,FA0013132Y,GT0589738G,27/06/21,27/12/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00001055Z.A00005134J.FA0013132Y.0.0.0.0,ALDES FRANCE,1,1,0,24,24,Le projet / tÃ¢che FA0013132Y/GT0589738G n'est pas valide Ã  la date du 31-MAR-26,TAXE D3E
0001,DMS,0001,4796228,2,FA0013132Y,GT0589738G,27/06/21,27/12/21,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DMS.606350.64112.0.B00001055Z.A00005134J.FA0013132Y.0.0.0.0,ALDES FRANCE,1,1,",023054795",14600,"14263,4",Le projet / tÃ¢che FA0013132Y/GT0589738G n'est pas valide Ã  la date du 31-MAR-26,commande suivant devis N° 1010342165 de Mr BRINGER Pierre ligne 1bâtiment Science  Gabriel pour la salle de cours nord
0001,DMS,0001,4798748,2,FA0014329H,GX0598847H,26/08/20,26/02/21,ACHAT MAT.PIECES DETACHEES,0001.DMS.601000.65121.0.B00002715K.A00005793H.FA0014329H.0.0.0.0,DISTRIBUTION SANITAIRE CHAUFFAGE,20,20,"13,203125","6,4","43,5",Le projet / tÃ¢che FA0014329H/GX0598847H n'est pas valide Ã  la date du 31-MAR-26,COLL BRIDE D160 GRIS UCOZ
0001,DMS,0001,4803091,1,FA0068294G,GX0573649Z,08/12/24,08/12/25,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00006898N.FA0068294G.0.0.0.0,SOCIETE EAU DU GRAND LYON PAR ABREVIATION EAU DU GRAND LYON,1,1,0,"5453,56","5453,56",Le projet / tÃ¢che FA0068294G/GX0573649Z n'est pas valide Ã  la date du 31-MAR-26,ELM - Sous station Port Edouard Herriot - 4 rue de Fos sur Mer - 69007 Lyon - Travaux de raccordement au reseau d'eau potable suivant votre devis D200209 du 31/01/2020- Affaire suivi par JF Allain
0001,DMS,0001,4806067,1,FA0069425S,GX0614988A,31/12/23,30/06/24,ETUDE ET RECHERCHE,0001.DMS.617100.65111.0.B00002012L.A00006898N.FA0069425S.0.0.0.0,CABINET D ETUDES MARC MERLIN,"6711,11","6711,11",3000,1,"3711,11",Le projet / tÃ¢che FA0069425S/GX0614988A n'est pas valide Ã  la date du 31-MAR-26,MISSION DE MAÎTRISE D'OEUVRE POUR LE RACCORDEMENT DE LA RESIDENCE MILLE SUR LE RÉSEAU DE CHALEUR URBAIN CENTRE MÉTROPOLE. MISSION DE TYPE 2 SELON ACCORD CADRE ELM.
0001,DMS,0001,4811263,2,FA0067293V,GT0634273P,26/05/20,26/11/20,ACHAT MAT.PIECES DETACHEES,0001.DMS.601000.64112.0.B00001225S.A00002486A.FA0067293V.0.0.0.0,GROUPE PPC,1,1,0,"10,5","10,5",Le projet / tÃ¢che FA0067293V/GT0634273P n'est pas valide Ã  la date du 31-MAR-26,FRAIS DE PORT
0001,DMS,0001,BC1681923,1,FA0062658C,GX1514821M,25/04/25,25/04/26,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00001238G.A00017942N.FA0062658C.0.0.0.0,SYSTEME DE SECURITE INCENDIE SERVICE,1,1,0,"189,6","189,6",Imputation interdite pour le projet / tÃ¢che FA0062658C/GX1514821M sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,LINKLAB_ vérIfIcatIon du système de sécurIté suIte à l'arrêt électrIque du 28 FEVRIER 2025
0001,DMS,0001,4879356,1,FA0072719K,GX0773281D,31/12/23,30/06/24,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00006898N.FA0072719K.0.0.0.0,WANNITUBE,"130092,3","130092,3","123587,69",1,"6504,61",Le projet / tÃ¢che FA0072719K/GX0773281D n'est pas valide Ã  la date du 31-MAR-26,ELM - Les Sapins - Lot 1 tuyauterie
0001,DMS,0001,4880196,1,FA0072719K,GX0773281D,31/12/23,30/06/24,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00006898N.FA0072719K.0.0.0.0,SAKKARAH,26436,26436,"23871,75",1,"2564,25",Le projet / tÃ¢che FA0072719K/GX0773281D n'est pas valide Ã  la date du 31-MAR-26,ELM - Les sapins - lot 3 avec bache de 3m3
0001,DMS,0001,4693812,1,FA0046711F,GX0214946G,31/12/23,30/06/24,SOUS TRAITANTS,0001.DMS.611000.65111.0.B00002012L.A00006898N.FA0046711F.0.0.0.0,DIRECTION REGIONALE FINANCES PUBLIQUES AUVERGNE-RHONE-ALPES ET DEPARTEMENT RHONE,"68685,06","68685,06",0,1,"68685,06",Le projet / tÃ¢che FA0046711F/GX0214946G n'est pas valide Ã  la date du 31-MAR-26,"Travaux sur le réseau d'assainissement, déplacement d'une chambre d'accès. Devis su 09/02/2018"
0001,DNA,0001,BC1673693,1,FA0074904T,GT1511127P,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DNA.606350.64112.0.B00001067M.A00020514L.FA0074904T.0.0.0.0,DIEHL METERING SAS,1,1,",512295082",244,119,Imputation interdite pour le projet / tÃ¢che FA0074904T/GT1511127P sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,Compteur nrj forum
0001,DNA,0001,BC1682869,1,FA0073589Z,GX1514838G,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DNA.606350.65121.0.B00002841D.A00020059V.FA0073589Z.0.0.0.0,MAISON DE LA PEINTURE ROUERGUE,1,1,",833313099","82,37","13,73",Imputation interdite pour le projet / tÃ¢che FA0073589Z/GX1514838G sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,devIs N 41101
0001,DNA,0001,BC1685649,1,FA0074908Y,GX1511374W,25/04/25,25/04/26,SOUS TRAITANTS,0001.DNA.611000.65111.0.B00001067M.A00020514L.FA0074908Y.0.0.0.0,SARL SAFE CLIM,1,1,0,2044,2044,Imputation interdite pour le projet / tÃ¢che FA0074908Y/GX1511374W sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,VIllenave d'Ornon CTM : InstallatIon bI-splIt bureau atelIer selon devIs DEV221271
0001,DNA,0001,BC1707794,1,FA0072738G,GX1519428Y,25/04/25,25/04/26,SOUS TRAITANTS,0001.DNA.611000.65111.0.B00002721S.A00017672G.FA0072738G.0.0.0.0,A2P,1,1,0,"234,1","234,1",Imputation interdite pour le projet / tÃ¢che FA0072738G/GX1519428Y sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,Remplacement du câble de tractIon droIt très usé
0453,DRW,0453,BC449958,1,FC0076003S,GY0911259X,20/02/24,20/08/24,ACHAT FOURN.ENT.PETIT EQUIPM,0453.DRW.231600.12120.0.B00001306J.A00008585F.FC0076003S.F20.0.0.0,CHEMITHERM,1,1,",95",46000,2300,Le projet / tÃ¢che FC0076003S/GY0911259X n'est pas valide Ã  la date du 31-MAR-26,MIse en conformIté des accès au sommet de la chemInée de la chaufferIe selon devIs 1572-92-22
0453,DRW,0453,BC628219,1,FC0076003S,GY0911260Y,20/02/24,20/08/24,SOUS TRAITANTS,0453.DRW.231600.12120.0.B00001306J.A00008585F.FC0076003S.F20.0.0.0,YVANIK,1,1,",759244117","6762,95","1628,22",Le projet / tÃ¢che FC0076003S/GY0911260Y n'est pas valide Ã  la date du 31-MAR-26,EnebIo - MaIllage Puteaux Lot 2&3 - YvanIk - flyers communIcatIon rIveraIns selon devIs 220277
0453,DRW,0453,BC661702,1,FC0076003S,GY0911259X,20/02/24,20/08/24,HONORAIRES ADM & COMMERC,0453.DRW.231600.12120.0.B00001306J.A00008585F.FC0076003S.F20.0.0.0,"XAVIER BLANC, MAXIMILIEN GRASSIN ET ASSOCIES HUISSIERS DE JUSTICE ASSOCIES, SOCI",1,1,",862184",2500,"344,54",Le projet / tÃ¢che FC0076003S/GY0911259X n'est pas valide Ã  la date du 31-MAR-26,ENEBIO-PUTEAUX-ChemInée-HabIllage_archItectural-Constat_HuIssIer
0167,DRW,0167,4681450,1,FA0048607K,GT0626017H,30/09/20,31/03/21,ACHAT MAT.PIECES DETACHEES,0167.DRW.601000.64112.0.B00001295X.A00009806T.FA0048607K.0.0.0.0,MCD,1,1,",6998875",4000,"1200,45",Le projet / tÃ¢che FA0048607K/GT0626017H n'est pas valide Ã  la date du 31-MAR-26,devis MO partie 2 2000211
0167,DRW,0167,BC299169,1,FC0069648W,GY0646201V,24/10/23,24/04/24,ACHAT FOURN.ENT.PETIT EQUIPM,0167.DRW.231600.12120.0.B00001295X.A00009806T.FC0069648W.F20.0.0.0,CARRIER FRANCE SCS,1,",8",",5",1130000,339000,Le projet / tÃ¢che FC0069648W/GY0646201V n'est pas valide Ã  la date du 31-MAR-26,"DH - GY0646201V - fourniture 3 PAC puissance 6,5 MW sortie 90°C suivant contrat GPSEP_EVRY_CARRIER_09022022_PDG"
0119,DOS,0119,BC1671274,1,FA0025988G,GX1510565B,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0119.DOS.606350.65121.0.B00002528Y.A00017891F.FA0025988G.0.0.0.0,MITSUBISHI ELECTRIC,1,1,",720009931","523,59","146,6",Imputation interdite pour le projet / tÃ¢che FA0025988G/GX1510565B sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,bat CurIe-Salle 109-0 DVT 908 GF
0119,DOS,0119,BC1672186,2,FA0025986E,GX1510889V,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0119.DOS.606350.65121.0.B00002526W.A00017891F.FA0025986E.0.0.0.0,REXEL FRANCE,1,1,",085510787","241,49","220,84",Imputation interdite pour le projet / tÃ¢che FA0025986E/GX1510889V sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,GX1510889V-PImmog Elec-DevIs Rexel N°136545
0119,DOS,0119,BC1672186,3,FA0025986E,GX1510891X,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0119.DOS.606350.65121.0.B00002526W.A00017891F.FA0025986E.0.0.0.0,REXEL FRANCE,1,1,",089303798","859,09","782,37",Imputation interdite pour le projet / tÃ¢che FA0025986E/GX1510891X sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,GX1510891X-BECS Bât 3-DevIs Rexel N°136497
0119,DOS,0119,BC1672186,4,FA0025986E,GX1510893Z,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0119.DOS.606350.65121.0.B00002526W.A00017891F.FA0025986E.0.0.0.0,REXEL FRANCE,1,1,",310495627",1715,"1182,5",Imputation interdite pour le projet / tÃ¢che FA0025986E/GX1510893Z sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,GX1510893Z-Ecl Pôle Comp-DevIs Rexel N°136505
0184,DRW,0184,4680241,1,FC0061988R,GY0332432N,30/09/21,31/03/22,ACHAT FOURN.ENT.PETIT EQUIPM,0184.DRW.231600.12120.0.B00001306J.A00008622Y.FC0061988R.F20.0.0.0,ALFA LAVAL FRANCE & NORTH WEST AFRICA SAS,94000,94000,89000,1,5000,Le projet / tÃ¢che FC0061988R/GY0332432N n'est pas valide Ã  la date du 31-MAR-26,Commande suivant nos Conditions particulières d'achats Référence:pdg-21-2018 et votre offre N°FRSPABN-163v5 du 21/12/18.
0184,DRW,0184,4680250,1,FC0061988R,GY0332456R,12/07/21,12/01/22,SOUS TRAITANTS,0184.DRW.231600.12120.0.B00001306J.A00008622Y.FC0061988R.F20.0.0.0,KAMSTRUP SERVICES,"41995,83","41995,83","36627,83",1,5368,Le projet / tÃ¢che FC0061988R/GY0332456R n'est pas valide Ã  la date du 31-MAR-26,Commande suivant Devis N°20889525 du 11/01/2019 relatif aux fournitures pour les sous stations SEINERGIE
0184,DRW,0184,4680293,1,FC0061988R,GY0332456R,12/07/21,12/01/22,SOUS TRAITANTS,0184.DRW.231600.12120.0.B00001306J.A00008622Y.FC0061988R.F20.0.0.0,SAKKARAH,300000,300000,294000,1,6000,Le projet / tÃ¢che FC0061988R/GY0332456R n'est pas valide Ã  la date du 31-MAR-26,"Commande suivant Conditions particulières d'achat Ref: SEINERGIE_92_A_20190206W2_1 du 24/04/2019 relative au lot Travaux, maintenance et reconditionnement échangeurs des sous stations SEINERGIE."
0184,DRW,0184,4680481,1,FC0061988R,GY0332446E,12/07/21,12/01/22,SOUS TRAITANTS,0184.DRW.231600.12120.0.B00001306J.A00008622Y.FC0061988R.F20.0.0.0,AB CTIM,3727,3727,0,1,3727,Le projet / tÃ¢che FC0061988R/GY0332446E n'est pas valide Ã  la date du 31-MAR-26,Commande suivant Devis N°19.11.13 du 28/11/2019 relatif à l'ajout de gaine GTC dans le parking Zodiaque (Lot 4)
0184,DRW,0184,4680482,1,FC0061988R,GY0332432N,30/09/21,31/03/22,ACHAT FOURN.ENT.PETIT EQUIPM,0184.DRW.231600.12120.0.B00001306J.A00008622Y.FC0061988R.F20.0.0.0,KAMSTRUP SERVICES,"58584,22","58584,22","56752,19",1,"1832,03",Le projet / tÃ¢che FC0061988R/GY0332432N n'est pas valide Ã  la date du 31-MAR-26,Commande suivant devis N°21008460 du 13/03/20 relatif à la fourniture de 13 compteurs d'énergie et accessoires.
0184,DRW,0184,4680547,1,FC0061988R,GY0332432N,30/09/21,31/03/22,SOUS TRAITANTS,0184.DRW.231600.12120.0.B00001306J.A00008622Y.FC0061988R.F20.0.0.0,JOHNSON CONTROLS INDUSTRIES,32665,32665,0,1,32665,Le projet / tÃ¢che FC0061988R/GY0332432N n'est pas valide Ã  la date du 31-MAR-26,Commande suivant devis N°FAL/EGA 8N270040-2 Rev.1 du 30/07/2020
0028,DRW,0028,4102063,1,FB0049716W,GS0214070L,31/08/18,28/02/19,ACHAT MAT.PIECES DETACHEES,0028.DRW.601000.68313.0.B00002238T.A00000000A.FB0049716W.0.0.0.0,ESSO SOCIETE ANONYME FRANCAISE,"3,434909","3,434909",0,"158,24","543,54",Le projet / tÃ¢che FB0049716W/GS0214070L n'est pas valide Ã  la date du 31-MAR-26,MOBIL PEGASUS 705 Vrac
0028,DRW,0028,4110123,1,FB0049716W,GS0214070L,31/08/18,28/02/19,ACHAT MAT.PIECES DETACHEES,0028.DRW.601000.68313.0.B00002238T.A00000000A.FB0049716W.0.0.0.0,CLARKE ENERGY FRANCE,"3,79828473","3,79828473",0,"29,15","110,72",Le projet / tÃ¢che FB0049716W/GS0214070L n'est pas valide Ã  la date du 31-MAR-26,Cde de tirants de culasse en urgence de ref. 388586 suivant contrat MSA 485/15 de la cogénération enerlay Fournisseur: CLARKE ENERGY FRANCE Zone d'activité de la malle 13320 BOUC BEL AIR Tel: 04 42 90 75 75 Fax: 04 42 90 75 76
0001,DCW,0001,BC1714388,1,FA0023194G,GT1520174W,25/04/25,25/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0001.DCW.606350.64112.0.B00001566E.A00010043M.FA0023194G.0.0.0.0,EAU ET VAPEUR,1,1,",833330269","543,83","90,64",Imputation interdite pour le projet / tÃ¢che FA0023194G/GT1520174W sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,Commande suIvant devIs N°2637908
0119,DOS,0119,BC1680733,1,FA0025981Z,GX1514032R,11/04/25,11/04/26,ACHAT FOURN.ENT.PETIT EQUIPM,0119.DOS.606350.65121.0.B00002521P.A00017891F.FA0025981Z.0.0.0.0,MITSUBISHI ELECTRIC,1,1,",72000072","555,68","155,59",Imputation interdite pour le projet / tÃ¢che FA0025981Z/GX1514032R sur un journal Ã  extourne automatique car ce projet ne sera plus valide Ã  la date de l'extourne 30-AVR-26,DI0578713 SST  LOCAL ENTREPOT : remplacement du moteur-ventIlateur cassette
